game_id,genre
68d44e4928a5a48b10d60557991133b4,Platform
68d44e4928a5a48b10d60557991133b4,Shooter
30041cba75e5e8ba4b6620e0affbec30,Adventure
30041cba75e5e8ba4b6620e0affbec30,RPG
30041cba75e5e8ba4b6620e0affbec30,Turn Based Strategy
f41f79c250d13096aceeaa23770a1f4e,Adventure
f41f79c250d13096aceeaa23770a1f4e,Indie
e5f5a9df3928c42381aa16363c5e2245,Adventure
3e1f4f0398e974292ca4f9067a706e12,Adventure
3e1f4f0398e974292ca4f9067a706e12,Puzzle
3e1f4f0398e974292ca4f9067a706e12,Visual Novel
28331f3573666df0fc72e9dcb53a307b,Adventure
28331f3573666df0fc72e9dcb53a307b,Puzzle
9566188e80725306dc36d11e6f05ed11,Adventure
9566188e80725306dc36d11e6f05ed11,RPG
39cddb0f4157b7a2f0efd8ef1049a737,Adventure
39cddb0f4157b7a2f0efd8ef1049a737,RPG
39cddb0f4157b7a2f0efd8ef1049a737,Turn Based Strategy
fa4cd6614aea9c585552608a9be0534d,Adventure
fa4cd6614aea9c585552608a9be0534d,Brawler
fa4cd6614aea9c585552608a9be0534d,Platform
1a086c318ce1274a0126184e5c35e384,Adventure
1a086c318ce1274a0126184e5c35e384,RPG
1a086c318ce1274a0126184e5c35e384,Shooter
98e96d44c1999a37ae0a7dc2eb117143,Racing
05a9358746f1bc769874861c5119e3ac,Adventure
05a9358746f1bc769874861c5119e3ac,RPG
05a9358746f1bc769874861c5119e3ac,Shooter
05a9358746f1bc769874861c5119e3ac,Strategy
58acb573c7c37d13de0b204a0fb2a12f,Brawler
5b9cb061404b9a7ea34cfd31afa6fa3c,Adventure
5b9cb061404b9a7ea34cfd31afa6fa3c,Platform
c7628066b8ceb34626e77b6d4c332312,Adventure
c7628066b8ceb34626e77b6d4c332312,Platform
6cb5b00e0b6735f00af3e9d1fea97a4c,Shooter
5d1ed8dabf15c68aad1a959cf3f749ff,Adventure
5d1ed8dabf15c68aad1a959cf3f749ff,RPG
480b81c93a487860725b61ff510b05a3,Adventure
480b81c93a487860725b61ff510b05a3,Platform
480b81c93a487860725b61ff510b05a3,Shooter
